0.26073462524349866,0.9584992997716202
0.9918393772103818
0.3038037865865375,0.6253331673377729,0.30214863995476043,0.9866266296488296
0.07428524416488214,0.5708201656075551,0.48119784762416773,0.9853898729788529
0.07068340471738456,0.6760904488240013,0.3332071468460824,0.9823990345454394
0.057779352525928855,0.4826934496597725,0.1434299411442577,0.6769128160239599,0.18523229827837803,0.5862217415306675,0.3438751174023352,0.9848643113658421
0.0929124017161473,0.40171229654240204,0.3274921178511256,0.6537883417154161,0.1855687688326435,0.5866203957951149,0.41703867686324425,0.9801702147956577
0.04639310534173255,0.3815891485422728,0.2156417601813786,0.6612338896485845,0.19087864478237704,0.5552800930272295,0.3992298349619754,0.9816768219047243
0.052126673640334964,0.6264936038694912,0.1746344661857264,0.7225445294825179,0.1926000368123698,0.665944295607103,0.40940005548547326,0.9711005191961087
0.03714050819252967,0.4571091110638204,0.19229407138173443,0.64846633661925,0.14887950103995803,0.5777514763623478,0.307922090150462,0.9451639725068555
0.07259786105885609,0.6326965302865983,0.2646978935652879,0.7110540929557214,0.16536049753188814,0.6945791649466541,0.4398936170599016,0.9359622884727286
0.018656515658323124,0.5534354500579475,0.3609718306797975,0.8613052845761452
-2.2250738585072014e-308
-2.2250738585072014e-308
-2.2250738585072014e-308
-2.2250738585072014e-308
-2.2250738585072014e-308
-5.416783148499697e-20
-2.2250738585072014e-308
-2.2250738585072014e-308
5.416518607315391e-20
