0.38961038961038963,0.967280163599182
0.9943529411764707
0.41379310344827586,0.7702702702702703,0.4144144144144144,0.9899987011300168
0.1,0.6785714285714286,0.5967741935483871,0.989071813795061
0.0933806146572104,0.7755102040816326,0.4409448818897638,0.9864825581395349
0.0796812749003984,0.6206896551724138,0.2537313432835821,0.797979797979798,0.28431372549019607,0.75,0.46875,0.9890167364016736
0.11721224920802534,0.5069444444444444,0.4466019417475728,0.7515923566878981,0.2727272727272727,0.7033898305084746,0.5255474452554745,0.9849010760152724
0.06034482758620689,0.4921875,0.32608695652173914,0.7698412698412698,0.29473684210526313,0.6941176470588235,0.5247524752475248,0.9863932898415657
0.06431159420289854,0.7250000000000001,0.296875,0.8089887640449438,0.2857142857142857,0.7954545454545455,0.5135135135135136,0.9775082690187431
0.046581517655897825,0.5524861878453038,0.28695652173913044,0.7391304347826086,0.21839080459770116,0.7096774193548387,0.39285714285714285,0.9552282768777614
0.08333333333333333,0.6983240223463687,0.3581081081081081,0.7739130434782608,0.23728813559322035,0.7931034482758621,0.5294117647058824,0.9492656875834445
0.022804532577903682,0.6446700507614213,0.4811320754716981,0.896551724137931
0.
0.
0.
0.
0.
0.
0.
0.
0.
